ID, time, latitude, longitude, altitude, ang_pos, speed, friction
333, 0.35000, 40.86189749, -77.83589474, 330.00449969, 0.95765567, 4.18103, -0.11068
39, 0.37000, 40.86201007, -77.83622682, 330.00900298, 5.90786977, 2.99777, 1.41019
87, 0.37000, 40.86184208, -77.83636140, 330.00228338, 4.84834532, 2.71093, 2.28221
132, 0.37000, 40.86166516, -77.83633740, 329.99520627, 4.36297194, 7.23419, 3.33440
170, 0.37000, 40.86156411, -77.83623508, 329.99116445, 3.63683068, 2.10613, 2.42357
192, 0.37000, 40.86153836, -77.83615885, 329.99013439, 3.41608740, 5.66245, 2.29908
329, 0.38000, 40.86187718, -77.83588562, 330.00368736, 1.22852608, 1.58553, 2.36674
198, 0.39000, 40.86153612, -77.83614166, 329.99004490, 3.30335747, 2.89979, 0.35548
299, 0.39000, 40.86178149, -77.83586802, 329.99985965, 1.68744416, 3.49778, 2.23286
308, 0.39000, 40.86181558, -77.83586988, 330.00122319, 1.37231090, 3.79212, 2.36135
179, 0.40000, 40.86154704, -77.83619465, 329.99048165, 3.56950187, 3.43059, 4.16468
249, 0.40000, 40.86161514, -77.83593457, 329.99320548, 2.25678841, 0.98920, 1.12535
299, 0.40000, 40.86178145, -77.83586803, 329.99985791, 1.56451535, 3.45449, 2.79145
240, 0.41000, 40.86159343, -77.83595737, 329.99233740, 2.41919953, 6.01035, 2.30670
121, 0.42000, 40.86170250, -77.83635399, 329.99669986, 4.41190159, 3.57126, 2.53094
136, 0.42000, 40.86164886, -77.83632768, 329.99455430, 4.12151773, 5.74577, 0.53634
271, 0.42000, 40.86169528, -77.83588466, 329.99641104, 1.78485950, 5.65264, 2.45755
156, 0.43000, 40.86158713, -77.83627080, 329.99208529, 3.83970031, 1.07770, 1.95164
391, 0.43000, 40.86203089, -77.83607285, 330.00983554, 0.13522514, 4.15637, 2.26830
51, 0.44000, 40.86197173, -77.83628423, 330.00746927, 5.55937753, 0.78362, 2.53535
276, 0.44000, 40.86170630, -77.83588071, 329.99685180, 1.98430425, 3.01324, 2.69115
323, 0.44000, 40.86185964, -77.83587940, 330.00298577, 1.37012572, 2.99337, 2.65713
199, 0.45000, 40.86153611, -77.83614151, 329.99004430, 3.23893001, 3.69624, 1.80482
325, 0.45000, 40.86186489, -77.83588111, 330.00319542, 1.19692334, 3.68725, 2.83267
397, 0.47000, 40.86203451, -77.83610228, 330.00998021, 0.22306801, 4.22472, 2.53281
5, 0.48000, 40.86203415, -77.83613856, 330.00996612, 6.23831748, 4.47037, 2.87514
154, 0.48000, 40.86159283, -77.83627791, 329.99231339, 3.90721759, 3.95827, 3.53859
367, 0.48000, 40.86200422, -77.83599782, 330.00876878, 0.38173576, 1.76881, 2.63926
140, 0.49000, 40.86163006, -77.83631420, 329.99380231, 4.06267322, 5.42817, 2.20458
275, 0.49000, 40.86170665, -77.83588059, 329.99686603, 1.92330795, 3.15643, 2.92483
20, 0.50000, 40.86202694, -77.83618098, 330.00967745, 6.01116895, 2.93295, 4.96507
136, 0.51000, 40.86164940, -77.83632803, 329.99457586, 4.30712134, 5.66591, 3.56965
187, 0.51000, 40.86154302, -77.83618080, 329.99032069, 3.38827985, 3.37188, 3.38217
234, 0.51000, 40.86157469, -77.83598284, 329.99158742, 2.67622461, 3.75766, 4.79898
44, 0.52000, 40.86199244, -77.83625753, 330.00829752, 5.90119311, 1.70129, 3.96332
116, 0.54000, 40.86172267, -77.83636010, 329.99750674, 4.28319270, 0.88004, 1.97545
118, 0.55000, 40.86171185, -77.83635706, 329.99707389, 4.21855796, 1.36329, 2.29585
234, 0.55000, 40.86157459, -77.83598300, 329.99158342, 2.44133811, 3.65119, 2.32207
375, 0.55000, 40.86201261, -77.83601458, 330.00910430, 0.41827167, 1.26287, 2.37088
376, 0.55000, 40.86201198, -77.83601321, 330.00907907, 0.43173780, 1.94899, 2.92065
116, 0.57000, 40.86172270, -77.83636011, 329.99750804, 4.54119816, 0.90438, 1.41588
63, 0.58000, 40.86193627, -77.83631704, 330.00605088, 5.49355820, 3.03447, 4.57433
114, 0.58000, 40.86173199, -77.83636231, 329.99787948, 4.44152884, 3.05363, 2.51718
325, 0.58000, 40.86186434, -77.83588092, 330.00317355, 1.44410910, 3.42163, 2.99472
61, 0.59000, 40.86194568, -77.83630952, 330.00642731, 5.52977014, 4.19324, 3.35430
79, 0.59000, 40.86186466, -77.83635497, 330.00318624, 5.04123029, 2.81763, 2.97907
121, 0.59000, 40.86170320, -77.83635424, 329.99672811, 4.32144506, 3.46744, 2.65208
123, 0.59000, 40.86169971, -77.83635300, 329.99658821, 4.27810138, 4.22085, 3.42133
48, 0.60000, 40.86198346, -77.83627003, 330.00793852, 5.42919912, 0.89425, 2.37126
333, 0.60000, 40.86189631, -77.83589415, 330.00445222, 1.17307325, 4.30587, 2.26148
323, 0.61000, 40.86185910, -77.83587923, 330.00296390, 1.28566090, 2.43615, 2.32620
125, 0.62000, 40.86168912, -77.83634888, 329.99616478, 4.32606397, 3.09330, 2.89683
115, 0.63000, 40.86172791, -77.83636139, 329.99771641, 4.51083399, 1.88557, 2.35410
45, 0.64000, 40.86199245, -77.83625751, 330.00829806, 5.70183342, 2.84429, 1.89349
152, 0.64000, 40.86160194, -77.83628826, 329.99267765, 3.87521741, 4.53334, -0.34209
361, 0.64000, 40.86199015, -77.83597512, 330.00820584, 0.63125140, 6.67986, 0.63588
83, 0.65000, 40.86185362, -77.83635840, 330.00274490, 4.96009411, 3.08514, 4.38471
140, 0.65000, 40.86163087, -77.83631483, 329.99383462, 3.92197549, 4.87243, 2.76720
396, 0.65000, 40.86203415, -77.83609742, 330.00996606, 0.22321715, 5.62732, 1.83035
199, 0.66000, 40.86153619, -77.83614237, 329.99004764, 3.27126226, 3.00501, 4.53035
2, 0.67000, 40.86203445, -77.83613454, 330.00997809, 6.01541751, 1.98600, 2.77394
79, 0.67000, 40.86186493, -77.83635488, 330.00319703, 5.11606344, 2.87828, 1.62227
284, 0.67000, 40.86173090, -77.83587392, 329.99783590, 1.79422679, 3.58654, 1.59358
112, 0.68000, 40.86174039, -77.83636399, 329.99821567, 4.55914861, 2.52773, 3.62578
374, 0.69000, 40.86201167, -77.83601255, 330.00906685, 0.31356357, 1.78686, 2.79341
45, 0.71000, 40.86199259, -77.83625731, 330.00830344, 5.63521602, 2.67321, 3.16032
93, 0.71000, 40.86182700, -77.83636445, 330.00168003, 4.74821397, 4.66961, 3.57252
96, 0.71000, 40.86181105, -77.83636664, 330.00104192, 4.66031199, 1.21318, 2.32163
202, 0.71000, 40.86153500, -77.83611795, 329.99000000, 3.09693936, 0.93892, 1.17289
282, 0.71000, 40.86172884, -77.83587439, 329.99775363, 1.77766355, 3.78829, 4.81312
391, 0.71000, 40.86203062, -77.83607143, 330.00982495, 0.10203685, 4.08605, 3.10717
254, 0.72000, 40.86162553, -77.83592547, 329.99362115, 2.14580340, 5.71302, 2.29237
283, 0.72000, 40.86173026, -77.83587407, 329.99781054, 1.61086301, 3.91260, 2.08511
352, 0.72000, 40.86196087, -77.83594032, 330.00703465, 0.75519479, 2.66348, 3.68506
34, 0.73000, 40.86201523, -77.83621544, 330.00920910, 5.81219808, 1.11694, 2.06242
126, 0.73000, 40.86168726, -77.83634810, 329.99609041, 4.20020626, 1.54432, 1.94468
288, 0.73000, 40.86174934, -77.83587056, 329.99857345, 1.70399226, 3.50226, 2.54863
154, 0.74000, 40.86159364, -77.83627888, 329.99234565, 3.95472705, 3.78248, 1.46361
129, 0.75000, 40.86168446, -77.83634689, 329.99597825, 4.31903538, 2.50155, 1.86113
309, 0.76000, 40.86182074, -77.83587057, 330.00142960, 1.47587486, 2.90637, 3.70059
375, 0.76000, 40.86201247, -77.83601427, 330.00909862, 0.52027696, 1.34829, 3.93689
32, 0.77000, 40.86201884, -77.83620642, 330.00935366, 6.02730367, 3.04131, 2.40738
130, 0.77000, 40.86167624, -77.83634310, 329.99564958, 4.35026476, 2.68338, 4.97942
184, 0.77000, 40.86154452, -77.83618634, 329.99038092, 3.50015623, 3.46118, 2.28266
266, 0.77000, 40.86167633, -77.83589285, 329.99565337, 2.15511152, 5.06976, 2.72269
261, 0.78000, 40.86165653, -77.83590353, 329.99486120, 2.30166212, 6.10875, 4.83750
229, 0.79000, 40.86156381, -77.83600150, 329.99115220, 2.69806268, 3.32605, 4.30562
354, 0.79000, 40.86196345, -77.83594291, 330.00713809, 0.79041283, 3.31641, 2.36709
27, 0.80000, 40.86202285, -77.83619500, 330.00951387, 5.86499050, 2.80386, 1.90096
175, 0.80000, 40.86155539, -77.83621689, 329.99081557, 3.62071642, 5.67066, 2.27136
288, 0.81000, 40.86174900, -77.83587061, 329.99855994, 1.80225018, 3.32948, 2.95054
351, 0.81000, 40.86195992, -77.83593939, 330.00699692, 0.62417861, 2.03011, 2.75753
143, 0.82000, 40.86161894, -77.83630488, 329.99335749, 4.24514888, 3.95499, 2.14661
153, 0.82000, 40.86159768, -77.83628357, 329.99250739, 3.90811117, 2.91037, 2.74953
155, 0.82000, 40.86159197, -77.83627687, 329.99227896, 3.92970279, 4.35266, 3.21855
60, 0.83000, 40.86194989, -77.83630591, 330.00659554, 5.52917157, 2.17142, 1.29221
104, 0.83000, 40.86178738, -77.83636799, 330.00009509, 4.60041909, 1.96431, 2.82145
118, 0.83000, 40.86171234, -77.83635721, 329.99709377, 4.56496019, 1.60335, 3.30923
166, 0.83000, 40.86156907, -77.83624399, 329.99136272, 3.66156875, 1.38173, 3.08098
231, 0.83000, 40.86156806, -77.83599375, 329.99132258, 2.53775136, 1.91716, 2.78741
367, 0.83000, 40.86200382, -77.83599709, 330.00875262, 0.52600822, 2.05848, 2.46514
231, 0.86000, 40.86156803, -77.83599381, 329.99132114, 2.37574715, 1.93601, 2.87530
303, 0.86000, 40.86179878, -77.83586838, 330.00055109, 1.50175583, 3.34483, 2.09149
74, 0.89000, 40.86189647, -77.83634177, 330.00445868, 5.36699373, 1.81038, 3.67572
63, 0.90000, 40.86193713, -77.83631639, 330.00608501, 5.64451751, 2.41232, 2.68151
70, 0.90000, 40.86191036, -77.83633430, 330.00501458, 5.29829108, 3.62036, 2.86270
125, 0.90000, 40.86169012, -77.83634930, 329.99620478, 4.43142552, 3.09197, 2.45016
240, 0.91000, 40.86159128, -77.83595997, 329.99225122, 2.21169419, 4.88186, 3.04037
359, 0.92000, 40.86197433, -77.83595474, 330.00757308, 0.83697850, 5.65564, 2.78090
16, 0.93000, 40.86202993, -77.83616809, 330.00979726, 6.01304406, 1.18925, 2.86818
7, 0.94000, 40.86203400, -77.83614039, 330.00995981, 6.19092205, 2.17611, 3.33673
80, 0.94000, 40.86186345, -77.83635537, 330.00313782, 4.84247271, 1.74695, 1.46054
225, 0.94000, 40.86155511, -77.83601977, 329.99080422, 2.69447627, 5.17789, 2.82556
308, 0.94000, 40.86181334, -77.83586961, 330.00113340, 1.52154417, 2.90063, 1.43199
25, 0.95000, 40.86202497, -77.83618811, 330.00959866, 6.07811976, 3.25180, 3.03821
269, 0.95000, 40.86168883, -77.83588724, 329.99615305, 1.87956944, 2.28070, 4.05163
295, 0.95000, 40.86176609, -77.83586872, 329.99924366, 1.64074719, 3.65813, 1.17563
108, 0.96000, 40.86176883, -77.83636748, 329.99935320, 4.83603974, 4.69848, 5.30215
24, 0.97000, 40.86202564, -77.83618576, 330.00962573, 6.15158452, 1.09220, 3.32852
250, 0.97000, 40.86161995, -77.83593023, 329.99339799, 2.21884219, 2.74191, 3.50408
382, 0.97000, 40.86201807, -77.83602757, 330.00932279, 0.48643192, 3.24388, 2.71320
31, 0.98000, 40.86201931, -77.83620517, 330.00937243, 5.99785057, 2.49016, 3.14763
125, 0.98000, 40.86169041, -77.83634941, 329.99621623, 4.38244007, 3.09505, 1.36835
206, 0.98000, 40.86153510, -77.83611088, 329.99000406, 3.10941537, 1.51569, 3.08054
303, 0.98000, 40.86179829, -77.83586835, 330.00053173, 1.55092807, 3.12225, 3.15073
90, 0.99000, 40.86184090, -77.83636167, 330.00223616, 5.07133211, 1.19732, 2.58129
261, 1.00000, 40.86165512, -77.83590438, 329.99480494, 2.09552222, 5.83424, 3.06510
323, 1.00000, 40.86185815, -77.83587894, 330.00292588, 1.35115816, 1.73591, 3.05175
163, 1.01000, 40.86157615, -77.83625541, 329.99164611, 3.72291228, 3.43738, 2.72239
345, 1.01000, 40.86194635, -77.83592704, 330.00645420, 0.76778666, 3.05876, 2.84095
9, 1.02000, 40.86203349, -77.83614542, 330.00993966, 6.00972976, 2.30300, 0.49504
158, 1.02000, 40.86158240, -77.83626447, 329.99189609, 3.74542784, 4.95956, 2.86893
290, 1.02000, 40.86175548, -77.83586975, 329.99881916, 1.74922656, 2.28098, 3.29624
10, 1.03000, 40.86203139, -77.83616033, 330.00985559, 5.98803648, 1.32392, 3.29479
49, 1.03000, 40.86198416, -77.83626911, 330.00796651, 5.64162453, 1.71782, 2.41424
105, 1.03000, 40.86178175, -77.83636798, 329.99987014, 4.81771322, 2.56277, 3.68530
170, 1.03000, 40.86156478, -77.83623634, 329.99119130, 3.72814911, 1.47312, 3.08822
279, 1.03000, 40.86172208, -77.83587605, 329.99748339, 1.72670875, 4.74022, 2.63917
127, 1.04000, 40.86168819, -77.83634849, 329.99612758, 4.40033419, 1.57080, 2.64280
134, 1.04000, 40.86166292, -77.83633616, 329.99511665, 3.97479214, 4.19071, 2.33608
163, 1.04000, 40.86157622, -77.83625552, 329.99164893, 4.00362905, 3.39127, 2.16561
199, 1.04000, 40.86153632, -77.83614361, 329.99005262, 3.36269553, 2.31555, 5.33514
227, 1.04000, 40.86156019, -77.83600863, 329.99100773, 2.73001299, 2.05164, 3.40268
157, 1.05000, 40.86158622, -77.83626962, 329.99204887, 3.68549164, 2.67414, 3.41808
325, 1.05000, 40.86186262, -77.83588036, 330.00310493, 1.32844021, 2.79679, 2.24598
275, 1.06000, 40.86170457, -77.83588129, 329.99678295, 2.00318952, 2.98403, 3.32257
50, 1.07000, 40.86197942, -77.83627517, 330.00777666, 5.62011309, 2.25653, 2.92413
158, 1.08000, 40.86158262, -77.83626477, 329.99190471, 3.83447717, 4.84076, 3.14161
189, 1.08000, 40.86154146, -77.83617446, 329.99025832, 3.39460224, 4.13701, 3.39550
310, 1.08000, 40.86182030, -77.83587050, 330.00141190, 1.51394334, 2.34323, 3.32307
251, 1.09000, 40.86161993, -77.83593024, 329.99339730, 2.35861199, 1.94157, 3.45865
289, 1.09000, 40.86175473, -77.83586984, 329.99878903, 1.73392518, 2.05958, 2.20585
331, 1.09000, 40.86187819, -77.83588602, 330.00372747, 1.22334838, 2.20578, 1.07544
364, 1.09000, 40.86199430, -77.83598127, 330.00837183, 0.62372494, 2.06217, 3.79208
367, 1.09000, 40.86200347, -77.83599647, 330.00873899, 0.51883066, 2.26670, 3.30460
215, 1.10000, 40.86154200, -77.83605927, 329.99027989, 2.91428234, 1.45918, 1.85678
229, 1.10000, 40.86156325, -77.83600256, 329.99112986, 2.80719119, 2.92381, 5.05052
270, 1.10000, 40.86168911, -77.83588712, 329.99616430, 2.03966075, 2.34991, 2.90355
113, 1.11000, 40.86173979, -77.83636388, 329.99819150, 4.66140652, 3.13283, 1.14024
330, 1.11000, 40.86187599, -77.83588514, 330.00363946, 1.15894639, 1.89790, 2.96166
259, 1.12000, 40.86164510, -77.83591081, 329.99440398, 2.16411268, 1.05069, 3.10207
108, 1.13000, 40.86176981, -77.83636754, 329.99939230, 4.52869144, 4.52249, 1.99658
206, 1.13000, 40.86153509, -77.83611116, 329.99000374, 3.14577253, 1.46272, 3.09787
19, 1.14000, 40.86202837, -77.83617517, 330.00973499, 6.18560909, 1.82442, 3.67622
107, 1.14000, 40.86177725, -77.83636788, 329.99969010, 4.86713421, 2.74151, 3.15437
170, 1.14000, 40.86156488, -77.83623652, 329.99119507, 3.67444193, 1.42445, 3.08381
300, 1.14000, 40.86179408, -77.83586817, 330.00036330, 1.44972067, 2.29482, 2.88944
25, 1.15000, 40.86202518, -77.83618738, 330.00960721, 5.88860289, 2.88367, 1.40834
161, 1.15000, 40.86157849, -77.83625891, 329.99173979, 3.69823673, 3.54156, 2.31205
315, 1.15000, 40.86183549, -77.83587315, 330.00201953, 1.40556978, 2.11927, 3.60230
397, 1.15000, 40.86203427, -77.83609889, 330.00997074, 0.18080555, 3.78842, 3.12289
72, 1.16000, 40.86189622, -77.83634190, 330.00444899, 5.29150786, 1.10712, 2.69643
48, 1.17000, 40.86198395, -77.83626939, 330.00795814, 5.71384575, 1.36916, 3.19481
322, 1.17000, 40.86185862, -77.83587909, 330.00294485, 1.12023126, 1.48412, 3.17078
108, 1.20000, 40.86177020, -77.83636756, 329.99940798, 4.77954594, 4.45283, 1.88167
157, 1.20000, 40.86158652, -77.83627001, 329.99206078, 3.64891909, 2.56127, 3.36160
223, 1.21000, 40.86155183, -77.83602782, 329.99067327, 2.85788341, 2.94265, 3.66947
243, 1.21000, 40.86159866, -77.83595133, 329.99254646, 2.40307442, 2.90213, 3.32393
251, 1.21000, 40.86161972, -77.83593043, 329.99338866, 2.39042049, 1.89453, 4.21557
43, 1.22000, 40.86200262, -77.83624105, 330.00870473, 5.88516665, 4.59824, 4.98408
168, 1.22000, 40.86156661, -77.83623968, 329.99126453, 3.66391796, 1.66402, 3.21942
261, 1.23000, 40.86165373, -77.83590524, 329.99474920, 2.11861894, 5.53221, 3.11654
336, 1.23000, 40.86190865, -77.83590072, 330.00494594, 0.90063291, 2.18207, 3.45790
11, 1.24000, 40.86203123, -77.83616128, 330.00984903, 6.12227436, 1.87283, 3.25605
133, 1.24000, 40.86166680, -77.83633829, 329.99527187, 4.39101479, 3.56192, 3.19711
397, 1.24000, 40.86203424, -77.83609847, 330.00996943, 0.09881771, 3.73750, 3.28407
7, 1.25000, 40.86203407, -77.83613956, 330.00996274, 6.13570365, 2.13273, 3.49934
192, 1.25000, 40.86153916, -77.83616342, 329.99016643, 3.22419199, 3.32724, 2.51960
327, 1.25000, 40.86186607, -77.83588151, 330.00324276, 1.29219543, 2.05915, 3.73083
70, 1.26000, 40.86191167, -77.83633353, 330.00506699, 5.15832794, 3.16820, 3.72589
143, 1.26000, 40.86162044, -77.83630620, 329.99341753, 4.06399444, 3.37650, 2.75851
391, 1.26000, 40.86203010, -77.83606873, 330.00980391, 0.18296717, 3.88606, 3.58262
146, 1.27000, 40.86160807, -77.83629463, 329.99292297, 3.93478130, 1.46118, 3.32171
161, 1.27000, 40.86157879, -77.83625934, 329.99175154, 3.65727464, 3.39953, 3.58824
200, 1.28000, 40.86153556, -77.83613479, 329.99002257, 3.14444473, 5.32404, 2.93978
278, 1.28000, 40.86171528, -77.83587792, 329.99721117, 1.92332422, 4.33739, 2.67812
60, 1.29000, 40.86195072, -77.83630518, 330.00662872, 5.50406287, 1.74850, 3.12153
26, 1.30000, 40.86202483, -77.83618857, 330.00959337, 5.84693032, 2.78795, 3.10213
38, 1.30000, 40.86201041, -77.83622611, 330.00901657, 5.69129968, 1.42592, 3.63741
70, 1.30000, 40.86191181, -77.83633345, 330.00507243, 5.15519657, 3.13290, 2.01963
93, 1.31000, 40.86183007, -77.83636390, 330.00180299, 4.95903654, 3.72675, 2.52249
114, 1.31000, 40.86173474, -77.83636290, 329.99798978, 4.49564584, 3.09568, 3.38184
361, 1.31000, 40.86198706, -77.83597079, 330.00808254, 0.69982992, 6.06455, 3.89326
16, 1.33000, 40.86203006, -77.83616745, 330.00980239, 6.16936282, 1.37997, 3.19276
83, 1.33000, 40.86185578, -77.83635777, 330.00283116, 5.06641450, 2.33010, 4.36653
246, 1.33000, 40.86160134, -77.83594838, 329.99265369, 2.26550061, 2.93232, 2.85798
82, 1.34000, 40.86185705, -77.83635739, 330.00288189, 5.11165562, 2.52825, 3.92089
316, 1.34000, 40.86183702, -77.83587347, 330.00208067, 1.23833049, 3.15450, 3.16174
55, 1.35000, 40.86196474, -77.83629176, 330.00718970, 5.42940944, 3.76106, 2.99538
336, 1.35000, 40.86190836, -77.83590056, 330.00493448, 1.04139467, 2.21097, 3.33395
126, 1.36000, 40.86168848, -77.83634862, 329.99613928, 4.33685856, 1.82234, 3.75618
170, 1.36000, 40.86156506, -77.83623685, 329.99120232, 3.62805584, 1.35547, 3.43183
375, 1.36000, 40.86201201, -77.83601328, 330.00908040, 0.41924890, 1.55662, 3.56272
361, 1.37000, 40.86198680, -77.83597043, 330.00807185, 0.65157784, 6.02323, 1.20103
133, 1.38000, 40.86166734, -77.83633858, 329.99529368, 4.46850761, 3.50515, 3.36946
251, 1.38000, 40.86161942, -77.83593070, 329.99337675, 2.08692196, 1.84882, 3.41189
291, 1.38000, 40.86175495, -77.83586981, 329.99879819, 1.76994826, 2.14004, 3.43379
345, 1.38000, 40.86194533, -77.83592618, 330.00641316, 0.76172521, 2.76876, 4.12816
349, 1.38000, 40.86195913, -77.83593862, 330.00696539, 0.80353202, 1.26510, 3.77558
49, 1.39000, 40.86198459, -77.83626855, 330.00798350, 5.63917139, 1.44075, 3.20405
259, 1.39000, 40.86164477, -77.83591103, 329.99439099, 2.08101826, 1.27142, 3.38441
59, 1.40000, 40.86195086, -77.83630505, 330.00663454, 5.33202704, 2.56091, 3.36881
102, 1.40000, 40.86180082, -77.83636750, 330.00063299, 4.85331509, 2.48561, 3.29238
